type,ident,Latitude,Longitude,y_proj,x_proj,comment,display,symbol,dist,proximity,color,altitude,depth,temp,time,wpt_class,sub_class,attrib,link,state,country,city,address,zip,facility,crossroad,ete,dtype,model,filename,ltime,magvar,geoidheight,desc,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,dir
WAYPOINT,ONEwind02DfishE,-17.016334,-149.593976,-17.016334,-149.593976,2023-09-23T01:40,,Flag, Blue,,,,14.542288,,,2023/09/23 01:40:36+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/23 02:40:36,,,,,,,,,,,
WAYPOINT,ONEwind02DfishS,-17.016165,-149.593769,-17.016165,-149.593769,2023-09-23T01:34,,Flag, Blue,,,,13.397334,,,2023/09/23 01:34:29+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/23 02:34:29,,,,,,,,,,,
WAYPOINT,ONEwind01BfishE,-17.015771,-149.593533,-17.015771,-149.593533,2023-09-23T01:13,,Flag, Blue,,,,8.784954,,,2023/09/23 01:13:43+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/23 02:13:43,,,,,,,,,,,
WAYPOINT,ONEwind01BfishS,-17.015597,-149.593268,-17.015597,-149.593268,2023-09-23T00:58,,Flag, Blue,,,,5.435462,,,2023/09/23 00:58:46+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/23 01:58:46,,,,,,,,,,,
WAYPOINT,ONEwind06D,-17.017753,-149.595006,-17.017753,-149.595006,2023-09-22T21:28,,Flag, Blue,,,,12.851325,,,2023/09/22 21:28:23+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/22 22:28:23,,,,,,,,,,,
WAYPOINT,ONEwind06C,-17.017763,-149.594923,-17.017763,-149.594923,2023-09-22T21:21,,Flag, Blue,,,,12.875392,,,2023/09/22 21:21:05+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/22 22:21:05,,,,,,,,,,,
WAYPOINT,ONEwind06B,-17.017823,-149.594841,-17.017823,-149.594841,2023-09-22T21:16,,Flag, Blue,,,,7.977711,,,2023/09/22 21:16:03+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/22 22:16:03,,,,,,,,,,,
WAYPOINT,ONEwind06A,-17.017842,-149.594764,-17.017842,-149.594764,2023-09-22T21:09,,Flag, Blue,,,,4.286895,,,2023/09/22 21:09:11+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/22 22:09:11,,,,,,,,,,,
WAYPOINT,ONEwind05D,-17.017399,-149.594652,-17.017399,-149.594652,2023-09-22T20:13,,Flag, Blue,,,,19.460255,,,2023/09/22 20:13:19+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/22 21:13:19,,,,,,,,,,,
WAYPOINT,ONEwind05C,-17.017406,-149.594624,-17.017406,-149.594624,2023-09-22T20:03,,Flag, Blue,,,,7.125866,,,2023/09/22 20:03:01+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/22 21:03:01,,,,,,,,,,,
WAYPOINT,ONEwind05B,-17.017454,-149.594492,-17.017454,-149.594492,2023-09-22T19:58,,Flag, Blue,,,,21.617271,,,2023/09/22 19:58:04+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/22 20:58:04,,,,,,,,,,,
WAYPOINT,ONEwind05A,-17.017509,-149.594495,-17.017509,-149.594495,2023-09-22T19:53,,Flag, Blue,,,,15.871243,,,2023/09/22 19:53:00+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/22 20:53:00,,,,,,,,,,,
WAYPOINT,ONEwind04C,-17.017065,-149.594398,-17.017065,-149.594398,2023-09-22T19:40,,Flag, Blue,,,,13.25783,,,2023/09/22 19:40:52+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/22 20:40:52,,,,,,,,,,,
WAYPOINT,ONEwind04D,-17.017029,-149.594472,-17.017029,-149.594472,2023-09-22T19:39,,Flag, Blue,,,,12.108562,,,2023/09/22 19:39:34+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/22 20:39:34,,,,,,,,,,,
WAYPOINT,ONEwind04B,-17.017153,-149.594344,-17.017153,-149.594344,2023-09-22T19:19,,Flag, Blue,,,,6.432921,,,2023/09/22 19:19:09+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/22 20:19:09,,,,,,,,,,,
WAYPOINT,ONEwind04A,-17.017147,-149.594281,-17.017147,-149.594281,2023-09-22T19:13,,Flag, Blue,,,,-0.796834,,,2023/09/22 19:13:40+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/22 20:13:40,,,,,,,,,,,
WAYPOINT,ONEwind03D,-17.016535,-149.594061,-17.016535,-149.594061,2023-09-21T22:05,,Flag, Blue,,,,10.380507,,,2023/09/21 22:05:56+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/21 23:05:56,,,,,,,,,,,
WAYPOINT,ONEwind03C,-17.016592,-149.593988,-17.016592,-149.593988,2023-09-21T21:55,,Flag, Blue,,,,11.602074,,,2023/09/21 21:55:34+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/21 22:55:34,,,,,,,,,,,
WAYPOINT,ONEwind03B,-17.016645,-149.59391,-17.016645,-149.59391,2023-09-21T21:38,,Flag, Blue,,,,14.970468,,,2023/09/21 21:38:28+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/21 22:38:28,,,,,,,,,,,
WAYPOINT,ONEwind03A,-17.016691,-149.593867,-17.016691,-149.593867,2023-09-21T21:35,,Flag, Blue,,,,12.634466,,,2023/09/21 21:35:45+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/21 22:35:45,,,,,,,,,,,
WAYPOINT,ONEwind02D,-17.016167,-149.593764,-17.016167,-149.593764,2023-09-21T21:22,,Flag, Blue,,,,12.785074,,,2023/09/21 21:22:44+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/21 22:22:44,,,,,,,,,,,
WAYPOINT,ONEwind02C,-17.016184,-149.5937,-17.016184,-149.5937,2023-09-21T21:10,,Flag, Blue,,,,13.22777,,,2023/09/21 21:10:20+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/21 22:10:20,,,,,,,,,,,
WAYPOINT,ONEwind02B,-17.016229,-149.593591,-17.016229,-149.593591,2023-09-21T21:02,,Flag, Blue,,,,15.334885,,,2023/09/21 21:02:08+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/21 22:02:08,,,,,,,,,,,
WAYPOINT,ONEwind02A,-17.016253,-149.593498,-17.016253,-149.593498,2023-09-21T20:58,,Flag, Blue,,,,11.713631,,,2023/09/21 20:58:53+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/21 21:58:53,,,,,,,,,,,
WAYPOINT,ONEHAL01,-17.015211,-149.593778,-17.015211,-149.593778,2023-09-21T20:10,,Flag, Blue,,,,11.941228,,,2023/09/21 20:10:48+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/21 21:10:48,,,,,,,,,,,
WAYPOINT,ONEwind01D,-17.015532,-149.593347,-17.015532,-149.593347,2023-09-21T19:48,,Flag, Blue,,,,11.188974,,,2023/09/21 19:48:13+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/21 20:48:13,,,,,,,,,,,
WAYPOINT,ONEwind01C,-17.015607,-149.593278,-17.015607,-149.593278,2023-09-21T19:39,,Flag, Blue,,,,10.754457,,,2023/09/21 19:39:02+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/21 20:39:02,,,,,,,,,,,
WAYPOINT,ONEwind01B,-17.015666,-149.593215,-17.015666,-149.593215,2023-09-21T19:23,,Flag, Blue,,,,12.156812,,,2023/09/21 19:23:40+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/21 20:23:40,,,,,,,,,,,
WAYPOINT,ONEwind01A,-17.015732,-149.593126,-17.015732,-149.593126,2023-09-21T19:13,,Flag, Blue,,,,12.108113,,,2023/09/21 19:13:47+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/21 20:13:47,,,,,,,,,,,
